"","LotFrontage","Street","LandContour","LandSlope","Neighborhood","Condition1","Condition2","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir2","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtHalfBath","FullBath","TotRmsAbvGrd","GarageYrBlt","GarageFinish","GarageCars","GarageArea","SaleCondition","SalePrice"
"466",NA,"Pave","Lvl","Gtl","Blmngtn","Norm","Norm","1Story",7,5,2004,2004,"Hip","Gd","TA","PConc","Gd","TA",1375,"GasA","Ex",1,"SBrkr",1414,0,1414,0,2,6,2004,"Fin",2,398,"Normal",178740
"467",85,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",7,5,1970,1970,"Flat","TA","Gd","CBlock","TA","Gd",1277,"GasA","TA",1,"SBrkr",1277,0,1277,0,1,5,1970,"Unf",2,526,"Normal",167000
"468",79,"Pave","Lvl","Gtl","NAmes","Artery","Norm","2Story",5,7,1942,1995,"Gable","TA","TA","CBlock","TA","TA",728,"GasA","Ex",1,"SBrkr",888,756,1644,0,1,7,1942,"Unf",1,312,"Normal",146500
"469",98,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA",1626,"GasA","Ex",1,"SBrkr",1634,0,1634,0,2,7,2006,"RFn",3,866,"Normal",250000
"470",76,"Pave","Lvl","Gtl","SawyerW","RRNe","Norm","2Story",6,5,1993,1993,"Gable","Gd","TA","PConc","Gd","TA",832,"GasA","Ex",1,"SBrkr",832,878,1710,0,2,7,1993,"RFn",2,506,"Normal",187000
"471",NA,"Pave","Lvl","Gtl","StoneBr","Norm","Norm","1Story",8,5,1985,1985,"Gable","Gd","TA","PConc","Gd","TA",1488,"GasA","TA",1,"SBrkr",1502,0,1502,0,1,4,1985,"RFn",2,528,"Normal",212000
"472",92,"Pave","Lvl","Gtl","NWAmes","PosA","Norm","2Story",7,6,1977,1977,"Mansard","TA","TA","CBlock","Gd","TA",808,"GasA","TA",1,"SBrkr",1161,808,1969,0,2,8,1977,"RFn",2,534,"Normal",190000
"473",35,"Pave","Lvl","Gtl","Edwards","Norm","Norm","SLvl",6,5,2005,2005,"Gable","TA","TA","PConc","Gd","TA",547,"GasA","Ex",1,"SBrkr",1072,0,1072,0,1,5,2005,"RFn",2,525,"Normal",148000
"474",110,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",8,5,2006,2007,"Gable","Gd","TA","PConc","Ex","TA",1976,"GasA","Ex",1,"SBrkr",1976,0,1976,0,2,7,2006,"RFn",3,908,"Partial",440000
"475",41,"Pave","Lvl","Gtl","StoneBr","Norm","Norm","1Story",8,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA",1494,"GasA","Ex",1,"SBrkr",1652,0,1652,0,2,6,2000,"RFn",2,499,"Normal",251000
"476",80,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,6,1963,1963,"Hip","TA","TA","CBlock","TA","TA",970,"GasA","TA",1,"SBrkr",970,0,970,0,1,5,1996,"Unf",2,624,"Normal",132500
"477",75,"Pave","Lvl","Mod","CollgCr","Norm","Norm","1Story",6,5,1997,1998,"Gable","TA","TA","PConc","Gd","TA",1478,"GasA","Ex",1,"SBrkr",1493,0,1493,0,2,7,1997,"Fin",2,508,"Normal",208900
"478",105,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",9,5,2006,2006,"Hip","Ex","TA","PConc","Gd","TA",2153,"GasA","Ex",1,"SBrkr",2069,574,2643,0,2,9,2006,"Fin",3,694,"Normal",380000
"479",79,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",8,5,2007,2008,"Hip","Gd","TA","PConc","Ex","TA",1705,"GasA","Ex",1,"SBrkr",1718,0,1718,0,2,7,2007,"RFn",3,826,"Normal",297000
"480",50,"Pave","Bnk","Gtl","OldTown","Norm","Norm","1Story",4,7,1937,2000,"Hip","TA","TA","BrkTil","Fa","TA",907,"GasA","TA",1,"SBrkr",1131,0,1131,0,1,7,1995,"Unf",2,672,"Alloca",89471
"481",98,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",9,5,2004,2005,"Hip","Gd","TA","PConc","Ex","TA",1833,"GasA","Ex",1,"SBrkr",1850,0,1850,0,2,8,2004,"Fin",3,772,"Normal",326000
"482",72,"Pave","HLS","Gtl","NridgHt","Norm","Norm","1Story",9,5,2003,2004,"Hip","Gd","TA","PConc","Ex","TA",1792,"GasA","Ex",1,"SBrkr",1792,0,1792,0,2,6,2003,"Fin",3,874,"Normal",374000
"483",50,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2Story",7,8,1915,2005,"Gable","Gd","TA","PConc","TA","TA",910,"GasA","Ex",1,"SBrkr",916,910,1826,0,1,7,1915,"Unf",1,164,"Normal",155000
"484",32,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","1Story",6,5,1998,1998,"Hip","TA","TA","PConc","Ex","TA",1216,"GasA","Ex",1,"SBrkr",1216,0,1216,0,2,5,1998,"Unf",2,402,"Normal",164000
"485",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,7,1962,2001,"Gable","TA","Gd","CBlock","TA","TA",999,"GasA","Gd",1,"SBrkr",999,0,999,0,1,6,1963,"Unf",1,264,"Normal",132500
"486",80,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1950,2007,"Gable","Gd","TA","CBlock","TA","TA",1113,"GasA","Gd",1,"SBrkr",1113,0,1113,0,1,5,1950,"Unf",1,264,"Normal",147000
"487",79,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1965,1965,"Hip","TA","TA","CBlock","TA","TA",1073,"GasA","TA",1,"SBrkr",1073,0,1073,0,1,6,1965,"RFn",2,515,"Normal",156000
"488",70,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1Story",5,6,1971,1971,"Gable","TA","TA","CBlock","Gd","TA",1484,"GasA","Gd",1,"SBrkr",1484,0,1484,0,2,7,1971,"Unf",2,487,"Normal",175000
"489",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1.5Fin",5,4,1900,1970,"Gable","TA","Fa","CBlock","TA","Fa",954,"GasA","TA",0,"FuseA",1766,648,2414,0,2,10,1970,"Unf",2,520,"Normal",160000
"490",21,"Pave","Lvl","Gtl","MeadowV","Norm","Norm","SFoyer",4,8,1970,2002,"Gable","TA","Gd","CBlock","Gd","TA",630,"GasA","TA",1,"SBrkr",630,0,630,0,1,3,1970,"Unf",1,286,"Normal",86000
"491",NA,"Pave","Lvl","Gtl","MeadowV","Norm","Norm","2Story",5,6,1976,1976,"Gable","TA","TA","PConc","Gd","TA",264,"GasA","TA",1,"SBrkr",616,688,1304,0,1,4,1976,"Fin",1,336,"Normal",115000
"492",79,"Pave","Lvl","Gtl","NAmes","Artery","Norm","1.5Fin",6,7,1941,1950,"Gable","TA","TA","CBlock","TA","TA",806,"GasA","TA",1,"FuseA",958,620,1578,0,1,5,1941,"Unf",1,240,"Normal",133000
"493",105,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",6,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA",728,"GasA","Gd",1,"SBrkr",728,728,1456,0,2,8,2006,"RFn",2,429,"Partial",172785
"494",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,6,1960,1960,"Gable","TA","TA","CBlock","TA","TA",1269,"GasA","TA",1,"FuseA",1269,0,1269,0,1,6,1964,"Unf",1,308,"Normal",155000
"495",50,"Pave","Lvl","Gtl","OldTown","Artery","Norm","1Story",5,8,1938,1996,"Gable","TA","TA","BrkTil","Fa","TA",190,"GasA","Gd",1,"FuseA",886,0,886,0,1,4,1938,"Unf",1,273,"Normal",91300
"496",60,"Pave","Lvl","Gtl","IDOTRR","Norm","Norm","1Story",4,5,1920,1950,"Gable","TA","TA","CBlock","TA","TA",720,"GasA","TA",0,"FuseA",720,0,720,0,1,4,NA,NA,0,0,"Abnorml",34900
"497",NA,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","1Story",8,5,1992,1993,"Hip","Gd","TA","PConc","Gd","TA",3200,"GasA","Ex",1,"SBrkr",3228,0,3228,0,3,10,1992,"RFn",2,546,"Normal",430000
"498",60,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1.5Fin",7,6,1925,1950,"Gable","TA","Gd","PConc","TA","TA",1026,"GasA","Ex",1,"SBrkr",1133,687,1820,0,2,8,1925,"Unf",1,240,"Normal",184000
"499",65,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,7,1967,2004,"Hip","TA","TA","PConc","TA","TA",864,"GasA","Ex",1,"SBrkr",899,0,899,0,1,5,1967,"Fin",1,288,"Normal",130000
"500",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1958,1985,"Gable","TA","TA","CBlock","TA","TA",912,"GasA","Fa",1,"SBrkr",912,0,912,1,1,5,1958,"Fin",1,297,"Normal",120000
"501",21,"Pave","Lvl","Gtl","BrDale","Norm","Norm","2Story",6,5,1973,1973,"Gable","TA","TA","CBlock","TA","TA",672,"GasA","TA",1,"SBrkr",672,546,1218,0,1,7,1973,"Unf",1,264,"Normal",113000
"502",75,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA",866,"GasA","Gd",1,"SBrkr",866,902,1768,0,2,7,2005,"RFn",2,603,"Normal",226700
"503",70,"Pave","Lvl","Gtl","Edwards","Feedr","Norm","1Story",5,7,1965,1965,"Hip","TA","TA","CBlock","TA","TA",1214,"GasA","Ex",1,"SBrkr",1214,0,1214,0,1,6,1965,"Unf",2,461,"Normal",140000
"504",100,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","1Story",7,8,1959,1997,"Gable","TA","TA","CBlock","TA","TA",1501,"GasA","TA",1,"SBrkr",1801,0,1801,0,2,6,1959,"Fin",2,484,"Normal",289000
"505",24,"Pave","Lvl","Gtl","NPkVill","Norm","Norm","2Story",6,5,1974,1974,"Gable","TA","TA","CBlock","TA","TA",855,"GasA","TA",1,"SBrkr",855,467,1322,1,2,6,1974,"Unf",2,440,"Normal",147000
"506",60,"Pave","Lvl","Gtl","OldTown","Artery","Norm","2Story",5,5,1952,1952,"Hip","TA","TA","CBlock","TA","TA",960,"GasA","Gd",1,"SBrkr",960,1000,1960,0,2,10,1952,"Unf",2,400,"Normal",124500
"507",80,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",8,5,1993,1994,"Gable","Gd","TA","PConc","Gd","TA",777,"GasA","Ex",1,"SBrkr",1065,846,1911,0,2,8,1993,"RFn",2,471,"Normal",215000
"508",75,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",6,5,2009,2009,"Gable","Gd","TA","PConc","Gd","TA",1218,"GasA","Ex",1,"SBrkr",1218,0,1218,0,2,4,2009,"Fin",2,676,"Partial",208300
"509",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2Story",7,9,1928,2005,"Gambrel","TA","Ex","BrkTil","TA","TA",689,"GasA","Ex",1,"SBrkr",689,689,1378,0,2,7,1928,"Unf",2,360,"Normal",161000
"510",80,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,6,1959,1959,"Gable","TA","TA","CBlock","TA","TA",1041,"GasA","Ex",1,"SBrkr",1041,0,1041,0,1,6,1959,"RFn",1,270,"Normal",124500
"511",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1951,2000,"Hip","Gd","TA","CBlock","TA","TA",1008,"GasA","Ex",1,"SBrkr",1363,0,1363,0,1,6,1951,"Unf",1,288,"Normal",164900
"512",40,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",7,5,2005,2006,"Gable","Gd","TA","PConc","Gd","TA",1368,"GasA","Ex",1,"SBrkr",1368,0,1368,0,2,6,2005,"RFn",2,474,"Partial",202665
"513",70,"Pave","Lvl","Gtl","NAmes","Feedr","Norm","1Story",5,5,1958,1958,"Gable","TA","TA","CBlock","TA","TA",864,"GasA","TA",1,"SBrkr",864,0,864,0,1,5,1964,"Unf",2,624,"Normal",129900
"514",71,"Pave","Bnk","Gtl","Mitchel","Norm","Norm","1Story",6,5,1983,1983,"Gable","TA","Gd","PConc","TA","TA",1084,"GasA","TA",1,"SBrkr",1080,0,1080,0,1,5,1983,"Unf",2,484,"Normal",134000
"515",55,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","1.5Unf",5,5,1926,1950,"Gable","TA","TA","BrkTil","TA","TA",768,"Grav","Fa",0,"SBrkr",789,0,789,0,1,5,1926,"Unf",1,200,"Normal",96500
"516",94,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",10,5,2009,2009,"Hip","Ex","TA","CBlock","Ex","TA",2006,"GasA","Ex",1,"SBrkr",2020,0,2020,0,2,9,2009,"Fin",3,900,"Partial",402861
"517",NA,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","SLvl",6,6,1972,1972,"Gable","TA","TA","CBlock","TA","TA",689,"GasA","TA",1,"SBrkr",1378,741,2119,0,2,7,1972,"RFn",2,583,"Abnorml",158000
"518",79,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","2Story",7,5,1996,1997,"Gable","Gd","TA","PConc","Gd","TA",1264,"GasA","Ex",1,"SBrkr",1277,1067,2344,0,2,7,1996,"RFn",3,889,"Normal",265000
"519",NA,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",6,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA",794,"GasA","Ex",1,"SBrkr",882,914,1796,0,2,7,1998,"RFn",2,546,"Normal",211000
"520",53,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","2Story",7,9,1926,2004,"Gambrel","Gd","TA","BrkTil","Gd","TA",1276,"GasA","Ex",1,"SBrkr",1276,804,2080,0,1,9,1926,"Unf",1,282,"Normal",234000
"521",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2Story",4,7,1900,2000,"Gable","TA","TA","BrkTil",NA,NA,0,"GasA","TA",0,"FuseA",694,600,1294,0,2,7,NA,NA,0,0,"Normal",106250
"522",90,"Pave","Lvl","Gtl","NAmes","Feedr","Norm","1Story",6,6,1957,1957,"Gable","TA","TA","CBlock","TA","TA",1244,"GasA","Ex",1,"FuseA",1244,0,1244,0,1,6,1957,"Unf",1,336,"Normal",150000
"523",50,"Pave","Lvl","Gtl","BrkSide","Feedr","Norm","1.5Fin",6,7,1947,1950,"Gable","TA","Gd","CBlock","TA","TA",1004,"GasA","Ex",1,"SBrkr",1004,660,1664,0,2,7,1950,"Unf",2,420,"Normal",159000
"524",130,"Pave","Bnk","Gtl","Edwards","PosN","PosN","2Story",10,5,2007,2008,"Hip","Ex","TA","PConc","Ex","TA",3138,"GasA","Ex",1,"SBrkr",3138,1538,4676,0,3,11,2007,"Fin",3,884,"Partial",184750
"525",95,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","2Story",7,5,1996,1997,"Gable","Gd","TA","PConc","Gd","TA",1379,"GasA","Ex",1,"SBrkr",1383,1015,2398,0,2,8,1996,"Fin",3,834,"Normal",315750
"526",62,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA",1257,"GasA","Ex",1,"SBrkr",1266,0,1266,0,2,6,2005,"Unf",2,453,"Normal",176000
"527",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1956,2000,"Hip","TA","TA","CBlock","Gd","TA",928,"GasA","TA",1,"SBrkr",928,0,928,0,1,4,1956,"Unf",1,252,"Normal",132000
"528",67,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",9,5,2008,2008,"Hip","Ex","TA","PConc","Ex","TA",1452,"GasA","Ex",1,"SBrkr",1476,1237,2713,0,2,11,2008,"Fin",3,858,"Partial",446261
"529",58,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",4,7,1920,2002,"Gable","TA","TA","BrkTil","TA","TA",528,"GasA","Ex",1,"SBrkr",605,0,605,0,1,5,NA,NA,0,0,"Normal",86000
"530",NA,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","1Story",6,3,1957,1975,"Hip","Gd","TA","PConc","TA","TA",2035,"GasA","TA",1,"SBrkr",2515,0,2515,0,3,9,1975,"RFn",2,484,"Alloca",200624
"531",85,"Pave","Lvl","Gtl","Timber","Norm","Norm","SLvl",6,5,1988,1989,"Gable","Gd","TA","CBlock","Gd","TA",1461,"GasA","Ex",1,"SBrkr",1509,0,1509,0,2,5,1988,"RFn",2,600,"Abnorml",175000
"532",60,"Pave","Lvl","Gtl","BrkSide","RRNn","Feedr","2Story",6,8,1920,1999,"Gable","TA","TA","BrkTil","Fa","Fa",611,"GasA","Ex",1,"SBrkr",751,611,1362,0,2,6,1920,"Fin",2,502,"Normal",128000
"533",60,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1955,2007,"Gable","TA","TA","Slab",NA,NA,0,"GasA","Ex",1,"SBrkr",827,0,827,0,1,5,1967,"Unf",1,392,"Normal",107500
"534",50,"Pave","Low","Mod","BrkSide","Norm","Norm","1Story",1,3,1946,1950,"Gable","Fa","Fa","Slab",NA,NA,0,"GasA","Fa",0,"FuseF",334,0,334,0,1,2,NA,NA,0,0,"Normal",39300
"535",74,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",8,5,2004,2004,"Gable","Gd","TA","PConc","Ex","Gd",707,"GasA","Ex",1,"SBrkr",707,707,1414,0,2,6,2004,"Fin",2,403,"Normal",178000
"536",70,"Pave","Lvl","Gtl","Edwards","Norm","Norm","2Story",5,7,1910,1991,"Gable","TA","TA","CBlock","Gd","TA",1117,"GasA","TA",1,"SBrkr",820,527,1347,0,1,5,NA,NA,0,0,"Normal",107500
"537",57,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,1998,1999,"Gable","TA","TA","PConc","Gd","TA",880,"GasA","Ex",1,"SBrkr",880,844,1724,0,2,8,1998,"Fin",2,527,"Normal",188000
"538",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",4,5,1972,1972,"Hip","TA","TA","CBlock","TA","TA",864,"GasA","TA",1,"SBrkr",864,0,864,0,1,5,1980,"Unf",2,576,"Normal",111250
"539",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,5,1968,1968,"Hip","TA","TA","CBlock","TA","TA",1051,"GasA","TA",1,"SBrkr",1159,0,1159,0,1,7,1968,"Unf",1,336,"Normal",158000
"540",NA,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",8,5,2001,2002,"Gable","Gd","TA","PConc","Gd","TA",1581,"GasA","Ex",1,"SBrkr",1601,0,1601,0,2,6,2001,"RFn",2,670,"Normal",272000
"541",85,"Pave","Lvl","Gtl","Timber","Norm","Norm","1Story",9,5,2006,2006,"Hip","Ex","TA","PConc","Ex","TA",1838,"GasA","Ex",1,"SBrkr",1838,0,1838,0,2,8,2006,"Fin",3,765,"Normal",315000
"542",NA,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","2Story",8,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA",969,"GasA","Ex",1,"SBrkr",997,1288,2285,0,2,8,2000,"Fin",3,648,"Normal",248000
"543",78,"Pave","Lvl","Gtl","NWAmes","RRAn","Norm","1Story",7,5,1998,1999,"Hip","Gd","TA","PConc","Ex","TA",1650,"GasA","Ex",1,"SBrkr",1680,0,1680,0,2,7,1998,"Fin",2,583,"Normal",213250
"544",34,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SFoyer",7,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA",723,"GasA","Ex",1,"SBrkr",767,0,767,0,1,4,1998,"Fin",1,367,"Normal",133000
"545",58,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",7,5,2006,2006,"Gable","Gd","TA","PConc","Gd","Gd",654,"GasA","Ex",1,"SBrkr",664,832,1496,0,2,7,2006,"RFn",2,426,"Partial",179665
"546",NA,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1.5Fin",7,5,1988,1988,"Gable","Gd","Gd","PConc","Gd","Gd",1204,"GasA","Gd",1,"SBrkr",1377,806,2183,0,2,9,1988,"Unf",3,786,"Normal",229000
"547",70,"Pave","Bnk","Gtl","BrkSide","Norm","Norm","1.5Fin",6,7,1923,1950,"Gable","TA","TA","BrkTil","Gd","TA",1065,"GasA","Ex",1,"FuseA",915,720,1635,0,1,6,1950,"Unf",2,440,"Normal",210000
"548",54,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","SFoyer",5,7,1970,1970,"Gable","TA","Gd","CBlock","Gd","TA",768,"GasA","Ex",1,"SBrkr",768,0,768,0,1,5,1987,"Unf",2,624,"Normal",129500
"549",49,"Pave","HLS","Gtl","OldTown","Feedr","RRNn","1Story",5,7,1955,1995,"Gable","TA","Gd","CBlock","TA","TA",825,"GasA","TA",1,"SBrkr",825,0,825,0,1,4,1963,"RFn",2,720,"Normal",125000
"550",75,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2003,2004,"Gable","Gd","TA","PConc","Gd","TA",912,"GasA","Ex",1,"SBrkr",912,1182,2094,0,2,8,2003,"Fin",2,615,"Normal",263000
"551",53,"Pave","Lvl","Gtl","NPkVill","Norm","Norm","1Story",6,6,1977,1977,"Gable","TA","TA","CBlock","Gd","TA",1069,"GasA","TA",1,"SBrkr",1069,0,1069,0,2,4,1977,"RFn",2,440,"Abnorml",140000
"552",50,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1Story",5,6,1957,1957,"Hip","TA","TA","CBlock","TA","TA",928,"GasA","Gd",1,"FuseA",928,0,928,0,1,5,1957,"Fin",1,288,"Normal",112500
"553",87,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Ex","TA",1709,"GasA","Ex",1,"SBrkr",1717,0,1717,0,2,7,2006,"RFn",3,908,"Normal",255500
"554",67,"Pave","Lvl","Gtl","Edwards","Feedr","Norm","1Story",4,5,1949,2003,"Gable","TA","TA","CBlock",NA,NA,0,"GasA","Ex",1,"SBrkr",1126,0,1126,0,2,5,2002,"Fin",2,520,"Normal",108000
"555",85,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",7,5,2003,2004,"Gable","Gd","TA","PConc","Gd","TA",998,"GasA","Ex",1,"SBrkr",1006,1040,2046,0,2,8,2003,"RFn",3,871,"Normal",284000
"556",58,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1.5Unf",5,6,1922,1950,"Gable","TA","TA","BrkTil","TA","Fa",993,"GasA","TA",1,"FuseA",1048,0,1048,0,1,5,1922,"Unf",1,280,"Normal",113000
"557",69,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1957,1957,"Gable","TA","TA","CBlock","TA","TA",1092,"GasA","TA",1,"FuseA",1092,0,1092,0,1,6,1957,"Fin",1,299,"Normal",141000
"558",60,"Pave","Low","Mod","IDOTRR","Norm","Norm","1.5Fin",4,6,1920,1950,"Gable","TA","TA","CBlock","TA","TA",637,"GasA","Gd",1,"SBrkr",897,439,1336,0,1,7,1994,"Unf",1,570,"Normal",108000
"559",57,"Pave","HLS","Gtl","Gilbert","Norm","Norm","2Story",7,5,1996,1997,"Gable","TA","TA","PConc","Gd","TA",729,"GasA","Ex",1,"SBrkr",729,717,1446,1,2,6,1996,"Unf",2,406,"Normal",175000
"560",NA,"Pave","Lvl","Gtl","Blmngtn","Norm","Norm","1Story",7,5,2003,2004,"Gable","Gd","TA","PConc","Gd","TA",1374,"GasA","Ex",1,"SBrkr",1557,0,1557,0,2,7,2003,"Fin",2,420,"Normal",234000
"561",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,6,1957,1996,"Hip","TA","TA","CBlock","Gd","TA",1392,"GasA","TA",1,"SBrkr",1392,0,1392,0,1,5,1957,"Unf",2,528,"Normal",121500
"562",77,"Pave","Lvl","Mod","Mitchel","Norm","Norm","1Story",5,5,1974,1975,"Gable","TA","TA","CBlock","Gd","TA",1389,"GasA","Gd",1,"SBrkr",1389,0,1389,0,1,6,1975,"RFn",2,418,"Normal",170000
"563",63,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",5,6,1940,1969,"Gable","TA","TA","CBlock","TA","TA",996,"GasA","Ex",1,"SBrkr",996,0,996,0,1,6,NA,NA,0,0,"Normal",108000
"564",66,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",6,7,1918,1950,"Gable","TA","TA","BrkTil","Gd","TA",1163,"GasA","Ex",1,"SBrkr",1163,511,1674,0,2,8,1955,"Fin",2,396,"Normal",185000
"565",NA,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","2Story",7,5,1992,2000,"Gable","Gd","TA","PConc","Gd","TA",1095,"GasA","Ex",1,"SBrkr",1166,1129,2295,0,2,9,1992,"RFn",2,590,"Normal",268000
"566",66,"Pave","Bnk","Gtl","SWISU","Norm","Norm","2Story",6,4,1915,1950,"Gable","TA","TA","PConc","Gd","TA",806,"GasA","TA",0,"FuseF",841,806,1647,0,1,6,1920,"Unf",1,216,"Normal",128000
"567",77,"Pave","Lvl","Gtl","StoneBr","Norm","Norm","2Story",9,5,2005,2007,"Hip","Gd","TA","PConc","Gd","Gd",1122,"GasA","Ex",1,"SBrkr",1134,1370,2504,0,2,11,2005,"Fin",3,656,"Normal",325000
"568",70,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA",1517,"GasA","Ex",1,"SBrkr",1535,0,1535,0,2,7,2004,"RFn",2,532,"Normal",214000
"569",79,"Pave","Low","Mod","SawyerW","Norm","Norm","1.5Fin",8,8,1983,2009,"Gable","Gd","TA","CBlock","Gd","TA",1496,"GasA","Ex",1,"SBrkr",1496,636,2132,0,1,5,1983,"Fin",2,612,"Normal",316600
"570",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SFoyer",5,5,1979,1979,"Gable","TA","TA","CBlock","Gd","TA",943,"GasA","TA",1,"SBrkr",943,0,943,0,1,4,1979,"Unf",2,600,"Normal",135960
"571",74,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1965,1965,"Gable","TA","TA","CBlock","TA","TA",1728,"GasA","TA",1,"SBrkr",1728,0,1728,0,2,10,1987,"Unf",2,576,"Normal",142600
"572",60,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,6,1959,1959,"Gable","TA","TA","CBlock","TA","TA",864,"GasA","Ex",1,"SBrkr",864,0,864,0,1,4,1959,"Unf",1,288,"Abnorml",120000
"573",83,"Pave","HLS","Gtl","Timber","Norm","Norm","2Story",7,5,2009,2009,"Gable","TA","TA","PConc","Ex","TA",846,"GasA","Gd",1,"SBrkr",846,846,1692,0,2,6,2009,"RFn",2,650,"Partial",224500
"574",76,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","SLvl",7,5,2000,2000,"Gable","TA","TA","PConc","Gd","TA",384,"GasA","Ex",1,"SBrkr",774,656,1430,0,2,8,2000,"RFn",2,400,"Normal",170000
"575",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",5,7,1971,2005,"Gambrel","TA","TA","CBlock","TA","TA",372,"GasA","TA",1,"SBrkr",576,533,1109,1,1,5,1971,"Unf",1,288,"Normal",139000
